CustomerId,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,CreditScore,Exited,ChurnProbability,RiskScore,RiskBand,EstimatedValueAtRisk,RecommendedAction
15001331,Germany,Male,59,1,54317.07,2,0,671,1,0.8012985863210078,80.1,Critical,43524.19,Immediate call from relationship manager + retention offer
15002414,Germany,Male,46,0,71873.38,1,0,580,1,0.8011903897150651,80.1,Critical,57584.26,Immediate call from relationship manager + retention offer
15008630,Germany,Female,54,1,0.0,1,0,699,1,0.8013479165415748,80.1,Critical,0.0,Immediate call from relationship manager + retention offer
15001249,Germany,Female,38,2,0.0,4,0,710,1,0.8010281685216064,80.1,Critical,0.0,Immediate call from relationship manager + retention offer
15005360,Germany,Female,43,6,131637.93,2,0,457,0,0.8012700493788474,80.1,Critical,105477.53,Immediate call from relationship manager + retention offer
15004479,Germany,Male,49,3,134293.83,1,0,692,1,0.7996828665822154,80.0,Critical,107392.47,Immediate call from relationship manager + retention offer
15006116,Germany,Female,43,1,80008.73,2,0,680,1,0.8002967217464226,80.0,Critical,64030.72,Immediate call from relationship manager + retention offer
15003946,Germany,Male,56,1,47447.85,1,0,637,0,0.8003267203010789,80.0,Critical,37973.78,Immediate call from relationship manager + retention offer
15005603,Germany,Female,44,5,0.0,1,0,701,0,0.7988665833372475,79.9,Critical,0.0,Immediate call from relationship manager + retention offer
15008648,Germany,Male,48,3,0.0,1,0,704,1,0.7994194971119817,79.9,Critical,0.0,Immediate call from relationship manager + retention offer
15003713,Germany,Male,42,0,0.0,1,0,502,0,0.7980676545525959,79.8,Critical,0.0,Immediate call from relationship manager + retention offer
15003777,Germany,Female,40,4,0.0,3,0,663,1,0.7978002969241224,79.8,Critical,0.0,Immediate call from relationship manager + retention offer
15001359,Germany,Female,55,4,0.0,1,0,679,0,0.7971499567423403,79.7,Critical,0.0,Immediate call from relationship manager + retention offer
15005567,Germany,Male,54,4,80684.38,1,0,711,0,0.7965096885520071,79.7,Critical,64265.89,Immediate call from relationship manager + retention offer
15002536,Germany,Female,48,6,0.0,1,0,631,1,0.7970550592430586,79.7,Critical,0.0,Immediate call from relationship manager + retention offer
15000136,Germany,Male,49,2,176585.06,1,0,676,1,0.7959269693761604,79.6,Critical,140548.81,Immediate call from relationship manager + retention offer
15007920,Germany,Male,47,1,0.0,2,0,479,0,0.795704367629751,79.6,Critical,0.0,Immediate call from relationship manager + retention offer
15003184,Germany,Male,40,6,158327.14,1,0,350,1,0.7954935745773247,79.5,Critical,125948.22,Immediate call from relationship manager + retention offer
15002937,Germany,Male,45,0,128478.25,2,0,679,1,0.795473420074583,79.5,Critical,102201.03,Immediate call from relationship manager + retention offer
15009626,Germany,Male,46,5,0.0,1,0,689,0,0.7952799003535903,79.5,Critical,0.0,Immediate call from relationship manager + retention offer
15004887,Germany,Male,59,0,0.0,1,0,599,0,0.7952716965389366,79.5,Critical,0.0,Immediate call from relationship manager + retention offer
15002192,Germany,Female,41,1,69113.64,2,0,387,1,0.7954751315355986,79.5,Critical,54978.18,Immediate call from relationship manager + retention offer
15002982,Germany,Male,44,5,0.0,4,0,685,1,0.7949800108459982,79.5,Critical,0.0,Immediate call from relationship manager + retention offer
15008317,Germany,Female,54,3,91853.65,2,0,704,1,0.7954094120197238,79.5,Critical,73061.26,Immediate call from relationship manager + retention offer
15008177,Germany,Male,39,1,146116.88,4,0,624,0,0.7946709497822249,79.5,Critical,116114.84,Immediate call from relationship manager + retention offer
15008150,Germany,Female,39,3,0.0,1,0,616,0,0.795474507303369,79.5,Critical,0.0,Immediate call from relationship manager + retention offer
15001566,Germany,Male,46,2,128030.01,2,0,712,1,0.7953934202836236,79.5,Critical,101834.23,Immediate call from relationship manager + retention offer
15003010,Germany,Female,48,2,0.0,1,0,622,1,0.7943264117546416,79.4,Critical,0.0,Immediate call from relationship manager + retention offer
15009641,Germany,Female,42,0,74904.91,1,0,551,1,0.7939169868946142,79.4,Critical,59468.28,Immediate call from relationship manager + retention offer
15003330,Germany,Male,42,0,31967.14,1,0,599,1,0.7936801010520195,79.4,Critical,25371.68,Immediate call from relationship manager + retention offer
15001457,Germany,Male,49,0,0.0,1,0,633,1,0.7943964074323889,79.4,Critical,0.0,Immediate call from relationship manager + retention offer
15006321,Germany,Female,53,4,0.0,1,0,619,1,0.7939548321232938,79.4,Critical,0.0,Immediate call from relationship manager + retention offer
15004928,Germany,Male,50,3,0.0,2,0,656,1,0.7939020753906783,79.4,Critical,0.0,Immediate call from relationship manager + retention offer
15003200,Germany,Male,39,5,0.0,1,0,694,1,0.7932041520010003,79.3,Critical,0.0,Immediate call from relationship manager + retention offer
15000653,Germany,Female,48,3,0.0,1,0,551,1,0.7925356435394334,79.3,Critical,0.0,Immediate call from relationship manager + retention offer
15005597,Germany,Female,57,5,0.0,1,0,729,1,0.7932334180371828,79.3,Critical,0.0,Immediate call from relationship manager + retention offer
15001377,Germany,Male,47,1,61196.01,1,0,533,1,0.7932023573199116,79.3,Critical,48540.82,Immediate call from relationship manager + retention offer
15002912,Germany,Female,38,2,12534.47,1,0,675,1,0.7926832646389302,79.3,Critical,9935.86,Immediate call from relationship manager + retention offer
15008245,Germany,Female,39,3,0.0,1,0,670,1,0.7931842241638407,79.3,Critical,0.0,Immediate call from relationship manager + retention offer
15006018,Germany,Female,47,4,118511.75,3,0,691,1,0.7933139645111851,79.3,Critical,94017.03,Immediate call from relationship manager + retention offer
15000778,Germany,Female,50,0,0.0,1,0,614,1,0.7921697774891262,79.2,Critical,0.0,Immediate call from relationship manager + retention offer
15008297,Germany,Female,49,1,0.0,2,0,611,1,0.7916028878295914,79.2,Critical,0.0,Immediate call from relationship manager + retention offer
15009471,Germany,Female,47,2,18136.05,1,0,567,1,0.7923407655310285,79.2,Critical,14369.93,Immediate call from relationship manager + retention offer
15002399,Germany,Male,43,2,159279.29,1,0,695,0,0.7920821907514285,79.2,Critical,126162.29,Immediate call from relationship manager + retention offer
15002966,Germany,Male,54,3,127254.0,2,0,697,1,0.7919802020468442,79.2,Critical,100782.65,Immediate call from relationship manager + retention offer
15008396,Germany,Male,44,1,123401.11,1,0,546,1,0.7917696661286544,79.2,Critical,97705.26,Immediate call from relationship manager + retention offer
15002878,Germany,Male,67,0,0.0,1,0,676,1,0.7924478932546689,79.2,Critical,0.0,Immediate call from relationship manager + retention offer
15006923,Germany,Female,61,2,0.0,1,0,644,0,0.7917458127815539,79.2,Critical,0.0,Immediate call from relationship manager + retention offer
15005319,Germany,Female,30,2,141554.5,3,0,449,1,0.7915579771490077,79.2,Critical,112048.59,Immediate call from relationship manager + retention offer
15006708,Germany,Female,49,3,0.0,1,0,632,0,0.7906421421341855,79.1,Critical,0.0,Immediate call from relationship manager + retention offer
15009610,Germany,Male,44,2,0.0,2,0,688,1,0.7913368175299607,79.1,Critical,0.0,Immediate call from relationship manager + retention offer
15008599,Germany,Male,41,0,0.0,2,0,480,1,0.791279453287206,79.1,Critical,0.0,Immediate call from relationship manager + retention offer
15004105,Germany,Male,46,6,0.0,3,0,702,0,0.7901666129114114,79.0,Critical,0.0,Immediate call from relationship manager + retention offer
15007974,Germany,Male,43,2,0.0,3,1,727,1,0.7900178171424269,79.0,Critical,0.0,Immediate call from relationship manager + retention offer
15007845,Germany,Male,55,4,58381.83,1,0,648,1,0.7903159520587206,79.0,Critical,46140.09,Immediate call from relationship manager + retention offer
15009409,Germany,Male,45,3,0.0,2,0,713,0,0.7904618252610436,79.0,Critical,0.0,Immediate call from relationship manager + retention offer
15007046,Germany,Female,59,5,0.0,3,0,631,1,0.7902443306607969,79.0,Critical,0.0,Immediate call from relationship manager + retention offer
15004590,Germany,Female,58,2,98295.38,1,0,707,0,0.7903758248467693,79.0,Critical,77690.29,Immediate call from relationship manager + retention offer
15007467,Germany,Male,54,1,0.0,2,0,649,1,0.7885993829761423,78.9,Critical,0.0,Immediate call from relationship manager + retention offer
15005234,Germany,Male,47,2,0.0,2,0,639,1,0.7885089964613778,78.9,Critical,0.0,Immediate call from relationship manager + retention offer
15007160,Germany,Male,47,4,58952.8,1,0,704,0,0.7889363699712897,78.9,Critical,46510.01,Immediate call from relationship manager + retention offer
15006958,Germany,Female,52,2,0.0,1,0,729,0,0.7891431742830363,78.9,Critical,0.0,Immediate call from relationship manager + retention offer
15000872,Germany,Female,54,1,100759.71,2,0,527,1,0.7883866958453494,78.8,Critical,79437.61,Immediate call from relationship manager + retention offer
15000749,Germany,Male,61,6,59477.97,1,0,691,1,0.7877619665993933,78.8,Critical,46854.48,Immediate call from relationship manager + retention offer
15006444,Germany,Male,63,4,77303.79,1,0,678,0,0.787784974195291,78.8,Critical,60898.76,Immediate call from relationship manager + retention offer
15000474,Germany,Female,53,3,0.0,2,0,673,1,0.7883818194128414,78.8,Critical,0.0,Immediate call from relationship manager + retention offer
15001077,Germany,Male,45,4,0.0,1,0,602,1,0.7880514501067344,78.8,Critical,0.0,Immediate call from relationship manager + retention offer
15008085,Germany,Male,51,1,63803.83,1,0,616,1,0.788221139928157,78.8,Critical,50291.53,Immediate call from relationship manager + retention offer
15003595,Germany,Male,40,1,87770.5,4,0,723,0,0.7884112130278562,78.8,Critical,69199.25,Immediate call from relationship manager + retention offer
15002600,Germany,Male,45,1,111859.67,1,0,636,0,0.7867739552942281,78.7,Critical,88008.28,Immediate call from relationship manager + retention offer
15004824,Germany,Male,49,1,0.0,2,0,669,0,0.7867181558958144,78.7,Critical,0.0,Immediate call from relationship manager + retention offer
15005191,Germany,Male,45,4,0.0,1,0,588,0,0.7871598563989131,78.7,Critical,0.0,Immediate call from relationship manager + retention offer
15004986,Germany,Female,51,0,0.0,1,0,553,1,0.7867514594420956,78.7,Critical,0.0,Immediate call from relationship manager + retention offer
15005822,Germany,Female,49,3,106505.36,1,0,672,1,0.7873051558160751,78.7,Critical,83852.22,Immediate call from relationship manager + retention offer
15001540,Germany,Female,45,1,0.0,2,0,538,0,0.7872424664426899,78.7,Critical,0.0,Immediate call from relationship manager + retention offer
15004156,Germany,Female,43,1,73932.59,1,0,545,1,0.786958954771837,78.7,Critical,58181.91,Immediate call from relationship manager + retention offer
15001729,Germany,Male,41,1,55647.94,1,0,595,1,0.7855460679316117,78.6,Critical,43714.02,Immediate call from relationship manager + retention offer
15006688,Germany,Male,52,4,111860.76,1,0,725,1,0.7862216218712107,78.6,Critical,87947.35,Immediate call from relationship manager + retention offer
15002177,Germany,Female,40,0,31514.09,4,0,754,1,0.7855332688605148,78.6,Critical,24755.37,Immediate call from relationship manager + retention offer
15007584,Germany,Male,52,2,101386.41,2,0,520,0,0.7860841842500984,78.6,Critical,79698.25,Immediate call from relationship manager + retention offer
15009513,Germany,Female,56,1,160071.95,1,0,664,1,0.7860852174231091,78.6,Critical,125830.19,Immediate call from relationship manager + retention offer
15009879,Germany,Male,42,1,82753.25,1,0,665,0,0.7856898437417644,78.6,Critical,65018.39,Immediate call from relationship manager + retention offer
15006376,Germany,Male,40,1,83326.78,3,0,616,0,0.7861078523775177,78.6,Critical,65503.84,Immediate call from relationship manager + retention offer
15001259,Germany,Male,41,5,0.0,1,0,521,0,0.786316830405912,78.6,Critical,0.0,Immediate call from relationship manager + retention offer
15004953,Germany,Male,47,2,52126.09,1,0,708,0,0.786179900686834,78.6,Critical,40980.48,Immediate call from relationship manager + retention offer
15005735,Germany,Male,44,1,0.0,2,0,630,0,0.7848073962931265,78.5,Critical,0.0,Immediate call from relationship manager + retention offer
15009314,Germany,Male,35,5,125294.94,2,0,459,1,0.785091666553612,78.5,Critical,98368.01,Immediate call from relationship manager + retention offer
15004383,Germany,Male,49,1,92992.53,1,0,810,1,0.7850333243082841,78.5,Critical,73002.23,Immediate call from relationship manager + retention offer
15007528,Germany,Female,48,5,78447.32,1,0,584,0,0.7853711416490993,78.5,Critical,61610.26,Immediate call from relationship manager + retention offer
15001115,Germany,Female,37,2,0.0,1,0,656,1,0.7848024216168331,78.5,Critical,0.0,Immediate call from relationship manager + retention offer
15008750,Germany,Male,40,1,0.0,1,0,588,0,0.7851402858387444,78.5,Critical,0.0,Immediate call from relationship manager + retention offer
15007823,Germany,Male,46,2,0.0,4,0,582,0,0.7842510808140204,78.4,Critical,0.0,Immediate call from relationship manager + retention offer
15007675,Germany,Female,42,3,135705.47,1,0,687,0,0.7835151629114235,78.4,Critical,106327.29,Immediate call from relationship manager + retention offer
15001789,Germany,Female,57,2,30866.3,1,0,546,0,0.7840118672750146,78.4,Critical,24199.55,Immediate call from relationship manager + retention offer
15001453,Germany,Male,46,4,0.0,2,0,689,1,0.7842174250125528,78.4,Critical,0.0,Immediate call from relationship manager + retention offer
15003417,Germany,Female,57,1,0.0,1,0,850,1,0.7843925761069097,78.4,Critical,0.0,Immediate call from relationship manager + retention offer
15003660,Germany,Female,47,0,0.0,1,0,659,1,0.7833471164656263,78.3,Critical,0.0,Immediate call from relationship manager + retention offer
15009956,Germany,Female,37,0,0.0,1,0,678,0,0.7833351281440808,78.3,Critical,0.0,Immediate call from relationship manager + retention offer
15002441,Germany,Female,42,5,0.0,2,0,684,0,0.7829643828468953,78.3,Critical,0.0,Immediate call from relationship manager + retention offer
15004162,Germany,Female,50,1,117969.03,1,0,595,0,0.7828988257105617,78.3,Critical,92357.82,Immediate call from relationship manager + retention offer
15001784,Germany,Female,41,4,0.0,1,0,617,1,0.7821237670794036,78.2,Critical,0.0,Immediate call from relationship manager + retention offer
15000087,Germany,Male,37,1,0.0,1,0,493,0,0.7817873233665822,78.2,Critical,0.0,Immediate call from relationship manager + retention offer
15005656,Germany,Male,42,0,0.0,3,0,629,0,0.7819234693842997,78.2,Critical,0.0,Immediate call from relationship manager + retention offer
15002711,Germany,Male,51,6,103307.49,4,0,670,1,0.781048018135688,78.1,Critical,80688.11,Immediate call from relationship manager + retention offer
15003477,Germany,Female,59,1,128182.72,1,0,615,0,0.7814743256131732,78.1,Critical,100171.5,Immediate call from relationship manager + retention offer
15005746,Germany,Female,38,1,103872.34,1,0,677,0,0.7809181141151854,78.1,Critical,81115.79,Immediate call from relationship manager + retention offer
15009968,Germany,Female,50,3,0.0,2,0,737,1,0.7809683813824312,78.1,Critical,0.0,Immediate call from relationship manager + retention offer
15004207,Germany,Female,41,9,139173.17,1,0,461,1,0.7809088246273082,78.1,Critical,108681.56,Immediate call from relationship manager + retention offer
15000162,Germany,Male,44,6,85391.05,1,0,601,1,0.7810619501026627,78.1,Critical,66695.7,Immediate call from relationship manager + retention offer
15007384,Germany,Male,42,0,159959.62,2,0,685,1,0.7810332280311184,78.1,Critical,124933.78,Immediate call from relationship manager + retention offer
15003887,Germany,Male,36,1,79769.52,1,0,509,0,0.7801115751491692,78.0,Critical,62229.13,Immediate call from relationship manager + retention offer
15001582,Germany,Female,56,0,90489.19,1,0,635,0,0.7804370717153003,78.0,Critical,70621.12,Immediate call from relationship manager + retention offer
15002071,Germany,Male,51,0,92970.62,1,0,574,0,0.7804954728452939,78.0,Critical,72563.15,Immediate call from relationship manager + retention offer
15007339,Germany,Male,57,3,0.0,2,0,687,0,0.7796911656625479,78.0,Critical,0.0,Immediate call from relationship manager + retention offer
15003753,Germany,Male,57,4,0.0,1,1,500,1,0.7796173083900201,78.0,Critical,0.0,Immediate call from relationship manager + retention offer
15001442,Germany,Male,62,3,130877.99,1,0,581,0,0.7795758479118821,78.0,Critical,102029.32,Immediate call from relationship manager + retention offer
15003447,Germany,Female,45,5,0.0,1,0,553,1,0.7803894637043527,78.0,Critical,0.0,Immediate call from relationship manager + retention offer
15003022,Germany,Female,47,0,176214.1,1,0,727,1,0.7803667034070317,78.0,Critical,137511.62,Immediate call from relationship manager + retention offer
15007488,Germany,Female,57,5,180966.9,1,0,584,1,0.7802972113556598,78.0,Critical,141207.97,Immediate call from relationship manager + retention offer
15007390,Germany,Female,54,2,0.0,2,0,613,1,0.778881733716797,77.9,Critical,0.0,Immediate call from relationship manager + retention offer
15004912,Germany,Female,45,2,0.0,2,0,657,1,0.7787262595325042,77.9,Critical,0.0,Immediate call from relationship manager + retention offer
15004911,Germany,Male,50,1,95482.03,2,0,640,0,0.7777641751346602,77.8,Critical,74262.5,Immediate call from relationship manager + retention offer
15001810,Germany,Female,39,2,0.0,1,0,605,0,0.778313082404396,77.8,Critical,0.0,Immediate call from relationship manager + retention offer
15004136,Germany,Male,41,2,0.0,2,0,649,1,0.7781958868986516,77.8,Critical,0.0,Immediate call from relationship manager + retention offer
15005736,Germany,Male,48,4,0.0,2,0,625,0,0.7782975122768153,77.8,Critical,0.0,Immediate call from relationship manager + retention offer
15007695,Germany,Female,58,6,0.0,1,0,625,1,0.7776144810232357,77.8,Critical,0.0,Immediate call from relationship manager + retention offer
15004485,Germany,Male,56,2,149263.25,1,0,649,1,0.7775490435569768,77.8,Critical,116059.5,Immediate call from relationship manager + retention offer
15004696,Germany,Male,43,5,112174.59,1,0,727,1,0.7776309478120356,77.8,Critical,87230.43,Immediate call from relationship manager + retention offer
15002822,Germany,Male,38,4,0.0,1,0,681,1,0.7775422795496831,77.8,Critical,0.0,Immediate call from relationship manager + retention offer
15000890,Germany,Female,40,5,0.0,1,0,689,0,0.7779537852471404,77.8,Critical,0.0,Immediate call from relationship manager + retention offer
15006273,Germany,Female,52,3,80396.52,1,0,638,1,0.7768812115342448,77.7,Critical,62458.55,Immediate call from relationship manager + retention offer
15003029,Germany,Male,50,2,97775.46,2,0,566,1,0.7766085334279554,77.7,Critical,75933.26,Immediate call from relationship manager + retention offer
15007110,Germany,Female,59,8,0.0,1,0,422,1,0.7774870606449142,77.7,Critical,0.0,Immediate call from relationship manager + retention offer
15002896,Germany,Male,50,2,0.0,2,0,648,0,0.7770779024945472,77.7,Critical,0.0,Immediate call from relationship manager + retention offer
15008059,Germany,Male,41,1,55265.88,2,0,617,0,0.7767590299433997,77.7,Critical,42928.27,Immediate call from relationship manager + retention offer
15002744,Germany,Female,42,4,0.0,1,0,582,0,0.7768904300663447,77.7,Critical,0.0,Immediate call from relationship manager + retention offer
15004579,Germany,Male,42,6,0.0,2,0,612,1,0.775880738536252,77.6,Critical,0.0,Immediate call from relationship manager + retention offer
15003323,Germany,Male,39,0,81712.82,1,0,563,1,0.7760044107906326,77.6,Critical,63409.51,Immediate call from relationship manager + retention offer
15008716,Germany,Male,43,3,125670.02,1,0,595,1,0.7760281929655214,77.6,Critical,97523.48,Immediate call from relationship manager + retention offer
15001475,Germany,Male,37,6,83257.67,1,0,703,1,0.7764467001938755,77.6,Critical,64645.14,Immediate call from relationship manager + retention offer
15001234,Germany,Male,43,2,91094.86,1,0,638,0,0.7762785265234258,77.6,Critical,70714.98,Immediate call from relationship manager + retention offer
15000711,Germany,Male,41,6,83802.7,1,0,734,1,0.774993801515805,77.5,Critical,64946.57,Immediate call from relationship manager + retention offer
15003685,Germany,Male,42,6,0.0,1,0,707,0,0.7746151654308439,77.5,Critical,0.0,Immediate call from relationship manager + retention offer
15005513,Germany,Female,37,3,89790.13,1,0,730,1,0.7754772475290469,77.5,Critical,69630.2,Immediate call from relationship manager + retention offer
15001285,Germany,Male,34,0,166588.93,3,0,690,1,0.7748906906263902,77.5,Critical,129088.21,Immediate call from relationship manager + retention offer
15009485,Germany,Male,41,0,0.0,1,0,576,1,0.77471957489781,77.5,Critical,0.0,Immediate call from relationship manager + retention offer
15009523,Germany,Male,46,1,0.0,4,1,688,0,0.7753747463709598,77.5,Critical,0.0,Immediate call from relationship manager + retention offer
15000986,Germany,Male,43,2,0.0,1,0,575,0,0.7751198450650907,77.5,Critical,0.0,Immediate call from relationship manager + retention offer
15000075,Germany,Male,53,5,0.0,2,0,543,0,0.7752983906526605,77.5,Critical,0.0,Immediate call from relationship manager + retention offer
15004284,Germany,Male,45,5,104433.1,2,0,713,1,0.7746141054615067,77.5,Critical,80895.35,Immediate call from relationship manager + retention offer
15002452,Germany,Male,42,5,111943.98,2,0,675,0,0.775205031016116,77.5,Critical,86779.54,Immediate call from relationship manager + retention offer
15000719,Germany,Male,46,0,12288.13,1,0,574,1,0.7753317838339008,77.5,Critical,9527.38,Immediate call from relationship manager + retention offer
15007006,Germany,Male,44,6,0.0,2,0,701,0,0.7743314853000768,77.4,Critical,0.0,Immediate call from relationship manager + retention offer
15006174,Germany,Female,45,5,0.0,2,0,545,1,0.7744482816135402,77.4,Critical,0.0,Immediate call from relationship manager + retention offer
15008043,Germany,Male,61,5,50145.9,1,0,631,1,0.7736438443890055,77.4,Critical,38795.07,Immediate call from relationship manager + retention offer
15004090,Germany,Female,45,2,115260.43,4,1,623,1,0.7738725111211168,77.4,Critical,89196.88,Immediate call from relationship manager + retention offer
15001304,Germany,Male,45,7,81381.62,1,0,682,1,0.774401856344554,77.4,Critical,63022.08,Immediate call from relationship manager + retention offer
15002041,Germany,Male,42,3,98980.81,1,0,657,1,0.7740352307945618,77.4,Critical,76614.63,Immediate call from relationship manager + retention offer
15006517,Germany,Female,61,1,0.0,2,0,555,0,0.7735155951071728,77.4,Critical,0.0,Immediate call from relationship manager + retention offer
15001759,Germany,Male,46,6,0.0,2,0,739,1,0.7727909500425583,77.3,Critical,0.0,Immediate call from relationship manager + retention offer
15002627,Germany,Female,46,3,46134.26,1,0,620,0,0.7726054014515932,77.3,Critical,35643.58,Immediate call from relationship manager + retention offer
15005988,Germany,Female,39,0,123988.84,1,0,648,0,0.7730714028487335,77.3,Critical,95852.23,Immediate call from relationship manager + retention offer
15000683,Germany,Female,42,6,102549.65,1,0,539,0,0.7731505811230523,77.3,Critical,79286.32,Immediate call from relationship manager + retention offer
15003729,Germany,Male,39,5,0.0,1,0,669,1,0.7730914941940594,77.3,Critical,0.0,Immediate call from relationship manager + retention offer
15001590,Germany,Male,42,0,0.0,2,0,697,0,0.7722232401233399,77.2,Critical,0.0,Immediate call from relationship manager + retention offer
